,uID,Verb,Embedding,Context,Target,Prompt,ModalType,MatTense,MatSubjLemma,MatSubjPer,MatSubjNum,Embedding,genre,factive,mean.noTarget,sd.noTarget,Mean,SD,Reponses
980,SWBD-415,bet,question,"B: is that good? You know, I've seen that so many times, strawberries dipped in chocolate but I've never tried it, are they really good? A: Yeah, you know, if you get a sweet strawberry they're much better, but if you get a sour strawberry, B:","Oh, I bet it doesn't mix well, does it?",sour strawberries don't mix well with chocolate,,present,I,first,singular,question,SWBD,no,NA,NA,0.9,0.875595036,"2, 2, 0, 0, 1, 1, 2, 0, 0, 1"
981,SWBD-416,say,question,"B: All right, well. A: Um, short term, I don't think anything's going to be done about it or probably should be done about it. B: Right. ","Uh, are you saying you don't think anything should be done in the short term?",speaker A doesn't think anything should be done in the short term,,present,you,second,unknown,question,SWBD,no,NA,NA,0.545454545,1.368476259,"0, 3, -2, 2, 0, 0, 0, 2, 0, 1, 0"
982,SWBD-417,feel,question,"B: No, not really. Uh, the only thing that annoys me is when, uh, people call and uh, you have solicitation calls. A: Uh-huh. B: That's the only thing that bothers me. That's not really invading my privacy. A: Right. B:","Uh, do you feel that yours is invaded?",speaker A's privacy is being invaded,,present,you,second,unknown,question,SWBD,no,NA,NA,-0.333333333,0.492365964,"0, -1, 0, 0, 0, -1, 0, 0, 0, -1, -1, 0"
983,SWBD-418,find,question,"B: Oh, yeah, it's been beautiful this last week but, A: I could do with a little less wind, but I think the temperature has been pretty good so far for working outside. B: Yeah. A:","Do you find you do most of your, uh, crocheting or your knit work around Christmas time?",speaker B does most of her crocheting or knit work around Christmas time,,present,you,second,unknown,question,SWBD,yes,NA,NA,0.333333333,0.707106781,"0, 0, 0, 0, 0, 2, 0, 0, 1"
984,SWBD-419,take,question,"B: I think that probably was the difference in that game. A: Uh-huh. B: Because it really could have gone either way. Down to the end, you know. A:","So do I take it that you think though that the Lakers uh, will win",speaker B thinks that the Lakers will win,,present,I,first,singular,question,SWBD,no,NA,NA,0.625,0.744023809,"1, 1, 0, 1, 2, 0, 0, 0"
985,SWBD-42,believe,modal negation,"A: I thought Carter was good too, and that was, yeah, B: Did you? I always liked him, I thought he was great at the time and I just couldn't get over the fact that Reagan beat him.","you know, that I just couldn't believe that he got voted out.",Carter got voted out,AB,past,I,first,singular,negation,SWBD,no,NA,NA,2,1.885618083,"3, 3, 3, 3, 3, 2, -1, -2, 3, 3"
986,SWBD-420,find,question,"A: I do not have one in my home. I use one all day at work, but I don't have one at home. B: Do you wish you,",do you find you use it a lot?,speaker A uses it a lot,,present,you,second,unknown,question,SWBD,yes,NA,NA,0,1.333333333,"0, 0, -1, 2, 1, -3, 0, 0, 1, 0"
987,SWBD-421,think,question,"A: Well I, uh, when is your next one, uh, scheduled now. B: Well it's like, the last one was my high school graduation the next one was when I graduated from college, so I guess about two more years. A: Yes, well,",and do you think you'll have a baby to take back with you.,speaker B will have a baby to take back with her,,present,you,second,unknown,question,SWBD,no,NA,NA,0,0,"0, 0, 0, 0, 0, 0, 0, 0"
988,SWBD-422,think,question,"B: it's also a way of relieving stress. My wife kind of laughs, at me that anytime I get stressed out I just go out in the garage and we've got more book shelves. A: Well, I'll have to come and see them. That sounds like a good idea. I, you know, and that is right, it is out of necessity because lot of the things uh, well, we can't be able to afford, but also I sometimes think that, uh, I enjoy doing that and I like to get out and, uh, to work with my hands and, uh, sounds like you got some real nice tools, too.",Do you think you would be able to do some more if you had more tools and different tools?,speaker B would be able to do some more if he had more tools and different tools,,present,you,second,unknown,question,SWBD,no,NA,NA,0.25,0.452267017,"0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1"
989,SWBD-423,think,question,"B: Yeah, it's called VCX or something like that. Also called Delta Clipper, which is a decent name for something like that. A: Wow.  Well, I don't know.","you think you'd, uh, go up in space if you had a chance?",speaker B would go up in space if he had a chance,,present,you,second,unknown,question,SWBD,no,NA,NA,-0.2,0.632455532,"0, 0, 0, 0, -2, 0, 0, 0, 0, 0"
990,SWBD-424,think,question,"B: Yeah, it isn't, there is not much out there that is fair, that's for sure. A: Right. B: Huh. I will agree to that. A:","I think your taxes in Wisconsin are pretty high. if I am not mistaken, aren't they?",speaker B's taxes in Wisconsin are pretty high,,present,I,first,singular,question,SWBD,no,NA,NA,0.9,0.875595036,"1, 2, 2, 1, 2, 0, 0, 1, 0, 0"
991,SWBD-425,guess,question,"B: Mile a Minute. A: Well, I'm not sure what she does I, first thing that comes to mind is some kind of chain stitch because she starts and goes all the way across, you know, back and forth until she winds up with this big piece of afghan.","I guess that is your standard knitting, isn't it?",that is standard knitting,,present,I,first,singular,question,SWBD,no,NA,NA,0.555555556,0.726483157,"1, 1, 0, 1, 1, 1, 0, 1, -1"
992,SWBD-426,think,question,"B: Oh, I see. So, do you... A: and the ones that test positive have to retest after a certain period of time. B: Right.","Well, do you think that should be implemented in the work place",that should be implemented in the work place,,present,you,second,unknown,question,SWBD,no,NA,NA,0.3,1.059349905,"0, 0, 0, 3, 0, 0, -1, 0, 0, 1"
993,SWBD-427,think,question,"B: Right. And the parents fund them for the whole year and a half that they're gone. A: uh, it's interesting. It gets them away from home and gets them to do something useful, although the kids today, though, it seems almost that their concern for money, we were doing some investigating colleges and said the kids are much more interested today in trying to find a job, study something that will give them a job as opposed to, be curious as to if, if there was mandatory, you could choose the option of either a mandatory military service or voluntary,",do you think that would be reasonable?,that would be reasonable,,present,you,second,unknown,question,SWBD,no,NA,NA,0.375,0.51754917,"0, 1, 1, 1, 0, 0, 0, 0"
994,SWBD-428,think,question,"A: Uh, I saw Seven Eleven that was hiring. B: Well, I'm sure with the new, uh, contract awarding","I think it went to Lockheed, didn't it?",the contract went to Lockheed,,present,I,first,singular,question,SWBD,no,NA,NA,1.090909091,0.70064905,"1, 1, 0, 0, 1, 2, 1, 1, 2, 1, 2"
995,SWBD-429,think,question,"A: I haven't really noticed them doing that, but whatever, again I don't watch TV news that much now. If I had access to CNN, I would watch TV news more. Uh, you know, but I don't usually. B: Yeah, I don't have access either. Although, I did at one time and it was, I did during the Gulf War and it was addictive. A: Yeah.","did you think that well, the Gulf War coverage would be kind of, uh, an abnormality?",the Gulf War coverage would be kind of an abnormality,,past,you,second,unknown,question,SWBD,no,NA,NA,0,0.755928946,"0, 1, -1, 0, 1, 0, 0, -1"
996,SWBD-43,say,modal negation,"A: Sure. Oh, great. That is wonderful. B: So, A: Yeah. Well, Dallas, uh, we lived in Minneapolis. Uh, we moved here about ten months ago. And Dallas is pretty, uh, well, we live in north Dallas which is near a suburb called Plano. So we are out of the city, but uh, it is bad everywhere in terms of, uh, you know, the handgun situation, um, the number of rapes, the number of muggings.","Just, it is, I would not say it is not as bad as New York,",Dallas is not as bad as New York,CI,present,I,first,singular,negation,SWBD,no,NA,NA,0.666666667,1.775250729,"1, -2, 1, -2, 1, 2, 3, 2, 2, -2, 2, 0"
997,SWBD-430,think,question,"A: And, uh, I don't know, it leaves a lot of time out for family and things like that. In other words, they just prioritize their lives differently. But I think that has a lot to do with economic situation. B: Yes. What about like as far as, uh, social changes in the individual?","Do you think that the individual has as much time as they did, let's say, ten, twenty years ago?",the individual has as much time as they did ten or twenty years ago,,present,you,second,unknown,question,SWBD,no,NA,NA,-0.25,0.46291005,"0, 0, 0, -1, -1, 0, 0, 0"
998,SWBD-431,think,question,"B: And, uh, granted some people need to be compensated if they have really been wronged, you know. A: Well, how do you feel about setting, like, well, for example, uh, or some incident where someone loses a limb. ","Do you think the jury should have a dollar figure for losing an arm, a dollar figure for losing different body parts?",the jury should have a dollar figure for losing an arm,,present,you,second,unknown,question,SWBD,no,NA,NA,0.25,0.866025404,"0, 0, 0, 0, 0, 0, 0, 0, 2, 0, -1, 2"
999,SWBD-432,think,question,"A: That most of it is plea bargained, uh, half way through or most of the cases are plea bargained anyway. B: Right. A: But, uh, uh, how do you feel uh, about the jury system itself?",do you think that should be changed?,the jury system should be changed,,present,you,second,unknown,question,SWBD,no,NA,NA,0.375,1.060660172,"0, 0, 3, 0, 0, 0, 0, 0"
1000,SWBD-433,feel,question,"A: In Richardson, we're in Plano here. B: Oh, okay. A: I have a daughter in middle school, and, uh, I know there aren't very many, she has a few friends that have moms who are still at home,","but do you ever see problems, you know, that you feel you know, that the kids are left alone too much,",the kids are left alone too much,,present,you,second,unknown,question,SWBD,no,NA,NA,0.888888889,0.78173596,"2, 0, 1, 1, 0, 1, 1, 0, 2"
1001,SWBD-434,think,question,"B: I think that probably was the difference in that game. A: Uh-huh. B: Because it really could have gone either way. Down to the end, you know. A:","So do I take it that you think though that the Lakers uh, will win",the Lakers will win,,present,you,second,unknown,question,SWBD,no,NA,NA,0.272727273,0.467099366,"1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0"
1002,SWBD-435,think,question,"B: That's right. Well, even if it's not technical. If it's, uh, some social thing or whatever. It doesn't matter. If I am an expert in it, they usually make mistakes which makes me think I'm not expert in it. They're telling me lies. A: Yeah. Yeah. by mistakes, do you mean just like honest mistakes",or do you think they are deliberate sorts of things?,the mistakes are deliberate sorts of things,,present,you,second,unknown,question,SWBD,no,NA,NA,-0.3,1.33749351,"-2, 0, 0, 2, -3, 0, 0, 0, 0, 0"
1003,SWBD-436,think,question,B: and both of those seem very easy to use compared to D Base. A: Uh-huh. Do you think D Base is more flexible or allows you to do more.,Or do you think the others are pretty much compatible these days?,the others are pretty much compatible these days,,present,you,second,unknown,question,SWBD,no,NA,NA,0.2,0.632455532,"0, 2, 0, 0, 0, 0, 0, 0, 0, 0"
1004,SWBD-437,think,question,"B: But I think with the way the future is, um, economy wise, I don't think it's going to be realistic. A: I know. Unfortunately, that's probably true.","Um, do you think the parents spend quality time with their kids",the parents spend quality time with their kids,,present,you,second,unknown,question,SWBD,no,NA,NA,-0.375,1.060660172,"0, 0, 0, 0, -3, 0, 0, 0"
1005,SWBD-438,think,question,"A: And, let's see, twenty years ago, I guess we were just beginning to get into what they were calling uh, the sex revolution uh after the pill B: Yeah. A: and, uh, uh, freed people up from worries about, uh, illegitimate pregnancy and, I guess in the seventies is the time when that was supposed to have exploded. Thirty years ago there was no pill. B: Uh-huh.","You think that's caused a lot of pressure on, like younger kids today, to make choices that they probably shouldn't have to make?",the pill has caused a lot of pressure on younger kids today,,present,you,second,unknown,question,SWBD,no,NA,NA,0.375,0.51754917,"0, 1, 0, 1, 1, 0, 0, 0"
1006,SWBD-439,think,question,"B: although in my case I might have been more, uh, sympathetic with the person who got caught, I don't know. A: Uh-huh.  So, uh, were the, uh, sentences that the judge handed out what you thought to be fair, or would,","if you were deciding, do you think that they would have been different.",the sentences would have been different,,present,you,second,unknown,question,SWBD,no,NA,NA,-0.166666667,0.577350269,"0, 0, 0, 0, 0, 0, -2, 0, 0, 0, 0, 0"
1007,SWBD-44,say,modal negation,"B: the best of every type of music. A: Right. B: Because, I mean, there are some, I mean, I li-, there are some, you know, types of heavy metal that I really like,",but I wouldn't say that I completely like heavy metal.,he completely likes heavy metal,CI,present,I,first,singular,negation,SWBD,no,NA,NA,-0.6,1.505545305,"-2, -2, 1, 0, 1, 1, 1, -2, -2, -2"
1008,SWBD-440,feel,question,"A: Go ahead. B: Okay,","do I still feel that the Soviet Union, as such, is still a threat to the civilized western world?",the Soviet Union is still a threat to the civilized western world,,present,I,first,singular,question,SWBD,no,NA,NA,0,1.414213562,"0, -2, -1, 0, 3, 0, 0, 0"
1009,SWBD-441,think,question,"B: Yeah, I think that, um, in the future, um, the family unit as it once was known, is going to be nonexistent. what do you think? A: About? B: That as far as do you think there's going to be still a family unit","or do you think that, um, the trend is going more towards single parenting?",the trend is going more towards single parenting,,present,you,second,unknown,question,SWBD,no,NA,NA,0.625,1.302470181,"2, 1, 0, 0, 1, -2, 1, 2"
1010,SWBD-442,guess,question,"A: Then that would, yeah. B: it will bother me. A:","I guess then the water aerobics would be probably the best thing for you, wouldn't it?",the water aerobics would be probably the best thing for speaker B,,present,I,first,singular,question,SWBD,no,NA,NA,1.333333333,1,"2, 0, 3, 2, 1, 2, 1, 1, 0"
1011,SWBD-443,think,question,"B: I've driven through it several times. Uh, we skied California a bunch when we lived out there, uh, um, and, of course, we grew up in Minnesota, A: Uh-huh. B: and we do lot of cross country skiing there. A: Oh, yeah,.  Yeah, great.","Well, do you think the weather is typical for this time of the year?",the weather is typical for this time of the year,,present,you,second,unknown,question,SWBD,no,NA,NA,0.222222222,0.440958552,"0, 0, 1, 1, 0, 0, 0, 0, 0"
1012,SWBD-444,think,question,"B: Okay. Uh, generally I get, uh, you know, most of my news, uh, in the, you know, weekly magazines like TIME, Newsweek and, uh, US News and World Report. with occasional smatterings of, uh, you know, THE Wall Street Journal and, of course, the local paper. B: Uh-huh. A: But, uh, my only complaint is I really don't enough time to look at the articles every day and go through a paper, you know, exhaust the details. So that's why I concentrate on weekly magazines. B:",Do you think that the weekly magazines provide you with as much detail information as you'd like?,the weekly magazines provide speaker A with as much detail information as she'd like,,present,you,second,unknown,question,SWBD,no,NA,NA,-0.222222222,0.440958552,"0, -1, 0, 0, 0, 0, 0, -1, 0"
1013,SWBD-445,guess,question,A: I think there really is. B: It's kind of an easy thing to talk about. A:,"Oh, I guess the work force would be the main, wouldn't it.",the work force would be the main,,present,I,first,singular,question,SWBD,no,NA,NA,1.416666667,0.668557923,"1, 1, 1, 1, 1, 2, 3, 1, 1, 2, 2, 1"
1014,SWBD-446,think,question,"B: it is a lot of repeat crime. And you are like, why are they repeating? They should have been in there longer. Or, A: I know. And then you think, I mean, I mean, I can remember, I have not been out of school that long, but it has been at least ten years. And you think to yourself, was it that bad back then? Or is it just, I think that, like you said, television?","Is it just that more people think there is like excitement in it, you know?",there is excitement in it,,present,people,third,plural,question,SWBD,no,NA,NA,0.545454545,0.934198733,"1, 1, 1, 0, 2, 0, 2, 0, 0, 0, -1"
1015,SWBD-447,think,question,"B: Uh-huh. So, yeah, that's the thing is just to look at the school system in the area that you move into before you. A: Uh-huh. Of course we have a slight problem in that, uh, the number of the illiterate in America is mushrooming at this point, and, uh, you know, where our kids might be in a great school, we're still paying an awful lot of taxes for people who are on welfare and unemployment because they can't read, you know. B: Uh-huh. A: So. B:","But do you think that there should be, um, nationwide, um, curriculum?",there should be a nationwide curriculum,,present,you,second,unknown,question,SWBD,no,NA,NA,0,0,"0, 0, 0, 0, 0, 0, 0, 0, 0"
1016,SWBD-448,think,question,"B: Yeah, I think that, um, in the future, um, the family unit as it once was known, is going to be nonexistent. what do you think? A: About? B: That as far as",do you think there's going to be still a family unit,there's going to still be a family unit,,present,you,second,unknown,question,SWBD,no,NA,NA,-0.4,1.349897115,"-2, 1, -1, 0, 0, 2, -2, -2, 0, 0"
1017,SWBD-449,understand,question,"A: Oh, okay. uh, you ready to begin? B: We might as well. A: Oh, okay. Okay. B:","I understand we are doing care of the elderly, right?",they are doing care of the elderly,,present,I,first,singular,question,SWBD,yes,NA,NA,1.2,1.316561177,"2, 1, -2, 1, 3, 2, 1, 2, 1, 1"
1018,SWBD-45,say,modal negation,"A: Well, uh, it seems to me uh, that I do not know whether the jury system, uh,",I should not say I do not know.,he does not know,DE,present,I,first,singular,negation,SWBD,no,NA,NA,1,1.632993162,"1, 0, 0, 3, 3, 3, -1, 2, -1, 0"
1019,SWBD-450,think,question,"B: And yet, uh, I we-, I hope to see employer based, you know, helping out. You know, child, uh, care centers at the place of employment and things like that, that will help out. A: Uh-huh. B: What do you think,","do you think we are, setting a trend?",they are setting a trend,,present,you,second,unknown,question,SWBD,no,NA,NA,0.1,0.316227766,"0, 0, 0, 0, 0, 0, 0, 0, 1, 0"
1020,SWBD-451,think,question,"A: that's one difference. There really wasn't a lot of difference. B: I didn't, see I never even heard that there was a book tied in with that movie. That's interesting. That was a good movie, too. A:","Well, do you think we covered baseball?",they covered baseball,,present,you,second,unknown,question,SWBD,no,NA,NA,-0.1,0.737864787,"-2, 0, 0, 0, 0, 0, 0, 0, 1, 0"
1021,SWBD-452,think,question,"A: So, we're comparable. B: Yeah. A: As a matter of fact, I just paid my Richardson taxes because I live in Richardson and supplemented the Robin Hoods very thoroughly, I think. B: Yeah,","I think Yeah, we have got it on the line, don't we.",they have got it on the line,,present,I,first,singular,question,SWBD,no,NA,NA,1.8,1.032795559,"3, 2, 1, 2, 0, 3, 1, 3, 2, 1"
1022,SWBD-453,think,question,"B: Yeah, that's probably true. You know A: But, I think that's a small, uh, number could, B:","but even through those groups, do you think that they participate as much as maybe they used to?",they participate as much as maybe they used to,,present,you,second,unknown,question,SWBD,no,NA,NA,0,0,"0, 0, 0, 0, 0, 0, 0, 0"
1023,SWBD-454,think,question,"B: But, then, you know, I think that some murderers don't really warrant capital punishment. You know, like, for example, uh, you know, you hear about cases where women have killed their husbands who abused them A: Uh-huh.  Uh-huh.  Right, uh-huh. B: and I don't think, that would really warrant capital punishment. A: Uh-huh,","huh. Do you think they should be punished at all, or, uh, like go to prison, uh,",they should be punished,,present,you,second,unknown,question,SWBD,no,NA,NA,0.375,0.744023809,"0, 0, 0, 1, 0, 0, 0, 2"
1024,SWBD-455,think,question,"A: But, you know, I think that, um, we chose to have our official feelings hurt. B: Uh-huh. A: Where a lot w-, B:","Well, do you think that, uh, we should ignore it and just allowed him to go ahead and, uh, you know, move on into Kuwait and see what happens?",they should have ignored it,,present,you,second,unknown,question,SWBD,no,NA,NA,0,0.534522484,"0, 1, 0, 0, 0, 0, -1, 0"
1025,SWBD-456,think,question,"A: Sometimes you hear things on the radio that, you know, could be true or couldn't be. B: Uh-huh. A: Uh, do you feel like this is, I guess they're spending a billion or so a year on this AIDS research. B: Uh-huh. A:",Do you think they should spend more?,they should spend more,,present,you,second,unknown,question,SWBD,no,NA,NA,0.272727273,0.904534034,"0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0"
1026,SWBD-457,think,question,"B: when you've lost something or uh, uh, don't have what other people have that's when you tend to realize, you know, what's out there and you know, what you have and what you don't have. A: Yeah I agree. B: So the original question,","do we think they're you know, a security threat?",they're a security threat,,present,we,first,plural,question,SWBD,no,NA,NA,0.1,0.316227766,"0, 0, 0, 0, 0, 0, 0, 1, 0, 0"
1027,SWBD-458,think,question,"A: And now, uh, it's pretty much an economic necessity in most places for both parents to work. B: Do you think it's an economic necessity","or do you think that we're, uh, all trying to keep up with a certain standard of living?",they're all trying to keep up with a certain standard of living,,present,you,second,unknown,question,SWBD,no,NA,NA,0.25,0.753778361,"0, -1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0"
1028,SWBD-459,think,question,"B: Oh, boy. He is tough, he has an incredible leg. A: He is.  Yes. B:","Well, do you think they're going to be able to make it this year, past the first playoff game?",they're going to be able to make it this year,,present,you,second,unknown,question,SWBD,no,NA,NA,-0.2,0.788810638,"0, 0, 0, -1, 0, 1, 0, 0, 0, -2"
1029,SWBD-46,say,modal negation,"A: It's depressing. B: Uh-huh, it is, and you know, you don't spi-, well. Speaking for myself I don't sleep as well, when I am not exercising, and uh, it's harder to get out of bed in the morning and all kinds of stuff, your body just gets used to it. Yeah, I don't particularly enjoy it. Well I used to lift weights an awful lot, and stuff like that. I do enjoy riding bike,","but as far as the working out and lifting and things like that. Uh, I can't say I really enjoyed it all that much,",he really enjoyed working out and lifting all that much,AB,present,I,first,singular,negation,SWBD,no,NA,NA,-2.4,0.516397779,"-2, -2, -2, -2, -2, -3, -2, -3, -3, -3"
1030,SWBD-460,think,question,"A: And I haven't quite figured that out, if they figure they have got it won or if there's no real hurry because the first three quarters or, uh, uh, if something happens that that adrenalin starts flowing. They say, hey, we got to do something now. And then start playing the game the way the game should be played toward the last few minutes. B: Yeah. A: So, I don't know I'm looking for a good year. I guess we're always looking for a good year. B:","So, obviously though, do you think they're going to do anything in the playoffs to make it to the Super Bowl this year",they're going to do anything in the playoffs to make it to the Super Bowl this year,,present,you,second,unknown,question,SWBD,no,NA,NA,-0.090909091,0.70064905,"0, 0, 0, -2, 0, 0, 0, 0, 1, 0, 0"
1031,SWBD-461,guess,question,"A: Well, I don't know, uh, I have a hard time getting, uh, people on the telephone. B: Oh really. A: Uh-huh, getting through to anybody. Sometimes I call off and on all day, B: Huh. A:","but anyway, uh, I guess we're supposed to be talking about family reunions aren't we.",they're supposed to be talking about family reunions,,present,I,first,singular,question,SWBD,no,NA,NA,2,0.5,"1, 2, 2, 2, 2, 2, 2, 3, 2"
1032,SWBD-462,guess,question,"B: So I've never really cared. Now, what I was, you know, before I was married and before I went to graduate school, I used to do little sports car racing. it was never my own car A: Uh-huh. B: it was always someone else's. And that sort of thing I enjoy, but to go out and drive, uh, never has really had any appeal to me in that regard. A: Uh-huh. B:",So. Well I guess we've discussed that enough don't you think.,they've discussed that enough,,present,I,first,singular,question,SWBD,no,NA,NA,1.375,1.597989809,"2, 2, 0, 2, 3, 2, -2, 2"
1033,SWBD-463,think,question,"B: uh, but it's worked out for my family, to have my cake and eat it too, kind of thing. A: Yeah.  Yeah, that's a good deal. Where do you think this is going in the future,","I mean, do you think things are going to change,",things are going to change,,present,you,second,unknown,question,SWBD,no,NA,NA,0.4,0.843274043,"2, 0, 2, 0, 0, 0, 0, 0, 0, 0"
1034,SWBD-464,say,question,"A: Okay. You know our family right now, uh, the most of it, there is only a few stragglers, uh, with any distance. There is one cousin out in Colorado, uh, uh, some cousins over in Phoenix, uh, I got a sister over in, uh, Washington State. Uh, the rest of them are within, you know, a couple hours drive. B: Well, uh, how do you all communicate? Like to plan it and every thing.","Do you all just call each other up on the phone and say this is the weekend we are going to do it,",this is the weekend they are going to do it,,present,you,second,unknown,question,SWBD,no,NA,NA,0.5,1.433720878,"0, 0, -1, -2, 2, 2, 0, 0, 2, 2"
1035,SWBD-465,think,question,"B: Uh, yes. It's about why there aren't more people that are voting and participating in... A: And what is your feeling?",Do you think this is vital important?,this is vital important,,present,you,second,unknown,question,SWBD,no,NA,NA,0,0.534522484,"0, 0, -1, 0, 0, 0, 1, 0"
1036,SWBD-466,think,question,"A: Yeah, thirty years ago I had a college job, uh, working as a programmer and we had to write code in binary and, uh, have it punched in on those little cardboard cards which, I don't think exists anymore. B: I know.  No. A: You never see one of those punch cards anymore. B:","Uh, I think TV has a lot to do with the changes, too. Don't you?",TV has a lot to do with the changes,,present,I,first,singular,question,SWBD,no,NA,NA,0.8,1.032795559,"2, -1, 1, 1, 1, -1, 1, 2, 1, 1"
1037,SWBD-467,think,question,"A: Yeah. The radio doesn't really have much news sometimes. The stations I listen to are just mainly music. B: Yeah, I think you pretty much have to listen to all news station to get any news at all. A: Yeah.","Do you think that TV is, uh, pretty accurate.",TV is pretty accurate,,present,you,second,unknown,question,SWBD,no,NA,NA,0,0,"0, 0, 0, 0, 0, 0, 0, 0"
1038,SWBD-468,notice,question,"A: No, not really. I spends a lot of time with our income tax, though. especially, this year and last year. Um, I have been married for just a few years, so I've had to really switch around from the EZ form to the, uh, B: Schedule A. A: Right. B: Well, yeah. A: All the deductions and all that. B:","Did you notice that when they passed the new simplified tax act, it seemed like it made everything harder?",when they passed the new simplified tax act  it seemed like it made everything harder,,past,you,second,unknown,question,SWBD,yes,NA,NA,2.090909091,0.53935989,"2, 2, 2, 2, 2, 1, 3, 3, 2, 2, 2"
1039,SWBD-469,know,negation question,"B: Well, if you're from Iowa, you must be very artsy crafty. Everyone I've ever known from the Midwest can do everything with their hands. A: Oh, well, actually I'm from California and before then I was from Utah. So. B:",I didn't know anyone ever moved from California to Iowa?,anyone ever moved from California to Iowa,,present,I,first,singular,question,SWBD,yes,NA,NA,0,0.5,"0, 0, 0, 1, 0, -1, 0, 0, 0"
1040,SWBD-47,say,modal negation,"A: uh I picked up a bunch of Craftsman tools from the forties that my wife's father owned when he was alive B: Uh-huh. A: and so I do have a band saw and a router and, uh, things like that out in the garage.",But I can't say I use them very often.,he uses them very often,AB,present,I,first,singular,negation,SWBD,no,NA,NA,-2.125,1.726888201,"2, -2, -3, -2, -3, -3, -3, -3"
1041,SWBD-470,know,negation question,"A: Yeah, it's interesting because, uh, we're just having conversation on this, uh, with a couple of people yesterday. And I was expressing my frustrations that, uh, so many problems, I work in a high school, are that kids don't have a degree of self-discipline which may be reflected in society at large. Uh, and you can't expect in a classroom for a particular course an hour a day to counteract, uh, sixteen or seventeen years of influence at home. B: Right. A: Um, and, it's seen more so because when you call parents up, many parents won't even recognize that there is a problem and they'll say, oh, well, my kid, I've never heard anything about this before. This is the first time there have been problems.","and, you wonder, don't these parents know that teachers talk,",teachers talk,,present,parent,third,plural,question,SWBD,yes,NA,NA,2.444444444,1.666666667,"3, -2, 3, 3, 3, 3, 3, 3, 3"
1042,SWBD-48,feel,modal negation,"A: Right, they don't want anyone with particular experience or knowledge of the legal system. B: Exactly.  Uh-huh, exactly. Uh, A: And they tend, and since anyone can get out of it who basically says they don't want to do it, I mean, you know, it's anyone can get out of jury just about, uh, so, uh, it's not really my peers that, let's say I were arrested falsely or not and put up for a jury","I wouldn't feel that, uh, I would be being tried by a jury of my peers.",he would be being tried by a jury of his peers,CI,present,I,first,singular,negation,SWBD,no,NA,NA,-1.454545455,1.572490786,"-2, -1, -2, -3, -2, -2, -2, 3, -1, -2, -2"
1043,SWBD-49,say,modal negation,"A: Uh-huh. Yeah, my wife's from the western part of Virginia, we've been down the parkway a lot, but I didn't know how much camping areas there were along there. B: I think there's quite a few.",I can't say I've checked them all out though.,he's checked them all out,AB,past,I,first,singular,negation,SWBD,no,NA,NA,-1.545454545,1.368476259,"0, -3, -3, -3, 0, 0, -2, -3, 0, -1, -2"
1044,SWBD-50,believe,modal negation,"B: Yeah, it is. A: For instance, B: I'm a historian, and my father had kept them, I think, since nineteen twenty-seven uh, but he burned the ones from twenty-seven to fi-, A: My goodness. B:","I could not believe he did that,",his father burned the ones from twenty-seven,AB,past,I,first,singular,negation,SWBD,no,NA,NA,2.25,1.38873015,"3, 3, 2, 3, 3, -1, 3, 2"
1045,SWBD-51,say,modal negation,"B: And they may have some different idea, I mean, it might be more important for them to put a sentencing down that was, uh, longer, you know, that the punishment didn't fit the crime. Or not long enough or, you know, whatever the case may be. A: Uh-huh.  Yeah. B: I think the judges do have that better knowledge of it. The only thing I worry about sometimes is if you get somebody in there that has a name, that is the defendant and, you know, sometimes, might have more pull, which does happen. A: Uh-huh. B:","I mean, we can't say it doesn't, because it does happen.",it doesn't happen,AB,present,we,first,plural,negation,SWBD,no,NA,NA,-1.125,2.356601669,"2, -3, 3, -3, -2, -3, -1, -2"
1046,SWBD-52,think,negation,"A: I mean, it looked darker to him, because he was in the house with the lights on. B: Right. A: When I was out walking, it, was more of a predawn type, pretty, but, huh-huh,",he didn't think it looked predawn to him.,it looked predawn to him,,past,he,third,singular,negation,SWBD,no,NA,NA,0.545454545,2.207425485,"-3, 1, 1, -2, 1, 3, 3, 3, -1, 2, -2"
1047,SWBD-53,say,modal negation,"A: That's the other thing. I mean a lot of people as kids or, you know, young people get into some things that they get out of later on and I don't think they should really have to pay for that forever. B: Yeah. There's a lot of things you do as a kid that you wouldn't do as an adult A: Yeah. B:",but you can't say it was wrong at the time.,it was wrong at the time,AB,present,you,second,unknown,negation,SWBD,no,NA,NA,-1.375,1.407885953,"0, -3, 1, -2, -2, -1, -1, -3"
1048,SWBD-54,say,modal negation,B: not going to help. It's never helped my personal situation.,I can't say it would help with theirs either.,it would help with their personal situation,AB,present,I,first,singular,negation,SWBD,no,NA,NA,-2,1.414213562,"-2, -3, -1, -3, 0, -3, -3, -1, -3, 1, -3, -3"
1049,SWBD-55,imagine,modal negation,"B: What you want. where do they get it?. A: Well, I don't know, I guess they don't have it at home, B:","I can't imagine it would stay fresh long enough to,",it would stay fresh long enough,AB,present,I,first,singular,negation,SWBD,no,NA,NA,-1.375,1.597989809,"-1, 2, -1, -2, -3, -1, -3, -2"
